url,httpx,httpx_client,requests,requests_session
https://httpstat.us/200,605.4975890438072,307.3501639883034,605.8581579709426,147.76973298285156
https://httpstat.us/200,629.3975320295431,305.8354950044304,637.1473419712856,148.35209894226864
https://httpstat.us/200,649.5785450097173,308.7330390117131,610.4923990205862,148.66932801669464
https://httpstat.us/200,614.525760000106,305.645641987212,632.1074409643188,147.39793102489784
https://httpstat.us/200,620.2026479877532,241.45135399885476,622.7333789574914,147.09310099715367
https://httpstat.us/200,621.3189940317534,147.61398395057768,605.1423979806714,147.30374398641288
https://httpstat.us/200,629.8554120003246,152.84308401169255,591.2841859972104,147.92412699898705
https://httpstat.us/200,618.1228790082969,156.99493000283837,611.7690440150909,165.6630649813451
https://httpstat.us/200,605.0477559911087,151.4425749774091,628.9941890281625,148.01487902877852
https://httpstat.us/200,638.5073870187625,168.15596399828792,607.4736809823662,146.45456097787246
https://httpstat.us/200,620.1532330014743,154.0275530423969,609.8172959755175,148.0953210266307
https://httpstat.us/200,604.7095299581997,158.76124100759625,612.8019309835508,154.32200103532523
https://httpstat.us/200,611.7934950161725,148.45556201180443,621.327108994592,152.607333031483
https://httpstat.us/200,606.4194639911875,156.79589402861893,606.888507027179,147.1015299903229
https://httpstat.us/200,621.0924609913491,151.74111496889964,605.2893840242177,146.88359398860484
https://httpstat.us/200,595.3706100117415,152.76499203173444,641.3054509903304,148.7471730215475
https://httpstat.us/200,630.4211519891396,150.7747289724648,619.7919519618154,153.37841503787786
https://httpstat.us/200,643.3303719968535,150.6984800216742,602.5902890251018,156.92390798358247
https://httpstat.us/200,607.5990460230969,148.63944798707962,600.7679449976422,156.95682301884517
https://httpstat.us/200,623.0229680077173,155.29174800030887,603.1263420009054,145.15937201213092
https://httpstat.us/200,638.5945790098049,146.13033103523776,603.4249929944053,150.66320996265858
https://httpstat.us/200,621.8553549842909,150.14357800828293,611.6598200169392,146.96463500149548
https://httpstat.us/200,630.3040130296722,150.77742899302393,631.4822409767658,146.0995469824411
https://httpstat.us/200,607.370128040202,153.09935400728136,600.3870189888403,145.47277701785788
https://httpstat.us/200,625.0395069946535,154.818354989402,610.5590820079669,158.26919401297346
https://httpstat.us/200,609.1593430028297,148.19291495950893,607.3552049929276,152.96161698643118
https://httpstat.us/200,608.2302539725788,149.43378401221707,603.8975570118055,148.1517730280757
https://httpstat.us/200,604.8854049877264,154.1681420058012,608.3684299956076,151.40674402937293
https://httpstat.us/200,620.2094180043787,161.10707697225735,597.6985589950345,147.37769402563572
https://httpstat.us/200,621.5277700102888,157.09049097495154,628.8659969577566,147.02453603968024
https://httpstat.us/200,613.98842203198,154.65582598699257,610.4919479694217,162.74865297600627
https://httpstat.us/200,609.9958849954419,164.8808519821614,600.0613149954006,148.36849505081773
https://httpstat.us/200,614.3594310269691,148.19215500028804,598.2572340290062,157.89067302830517
https://httpstat.us/200,615.4811540036462,148.32637103972957,618.0014729616232,147.81810896238312
http://127.0.0.1:8000,28.25650997692719,2.748178958427161,4.420535988174379,5.810151982586831
http://127.0.0.1:8000,9.690786013379693,3.5062870010733604,3.340447961818427,2.766611985862255
http://127.0.0.1:8000,9.649195009842515,2.8459139866754413,3.743089037016034,3.0245070229284465
http://127.0.0.1:8000,9.97295998968184,2.7546390192583203,4.396239994093776,3.644503012765199
http://127.0.0.1:8000,20.77981602633372,2.9582129791378975,3.685000992845744,2.629838010761887
http://127.0.0.1:8000,21.79284201702103,2.5543789961375296,3.944711002986878,3.5850590211339295
http://127.0.0.1:8000,55.85121095646173,3.4341089776717126,3.2288790098391473,3.2418229966424406
http://127.0.0.1:8000,23.160087992437184,4.109140019863844,3.515506978146732,3.100714005995542
http://127.0.0.1:8000,10.937210987322032,7.469364965800196,3.3641339978203177,4.305325972381979
http://127.0.0.1:8000,9.759195032529533,3.147070005070418,3.658963949419558,3.1245769932866096
http://127.0.0.1:8000,9.691088984254748,2.192044979892671,3.394722007215023,4.402846971061081
http://127.0.0.1:8000,17.188110970892012,2.3100399994291365,3.772752999793738,3.2337019802071154
http://127.0.0.1:8000,9.530828974675387,2.6155560044571757,3.652565006632358,3.050286031793803
http://127.0.0.1:8000,10.028470016550273,2.529699995648116,3.386543015949428,3.1045560026541352
http://127.0.0.1:8000,10.831988009158522,2.4536550045013428,3.3827809966169298,2.770977036561817
http://127.0.0.1:8000,17.356292984914035,2.7167240041308105,3.5249919747002423,3.3525999751873314
http://127.0.0.1:8000,10.042029025498778,2.451398002449423,3.183544031344354,3.047602018341422
http://127.0.0.1:8000,9.841258986853063,3.5389999975450337,3.3021970302797854,3.1201220117509365
http://127.0.0.1:8000,10.13586699264124,2.405283972620964,3.5413579898886383,3.1525010126642883
http://127.0.0.1:8000,10.953049000818282,2.671804977580905,3.3570179948583245,3.4967460087500513
http://127.0.0.1:8000,10.775283037219197,5.280464014504105,5.298147036228329,3.79991001682356
http://127.0.0.1:8000,12.621466012205929,2.2237629746086895,5.688847973942757,3.1248219893313944
http://127.0.0.1:8000,9.643208992201835,2.466926001943648,3.487351001240313,13.55167996371165
http://127.0.0.1:8000,11.237340979278088,3.0727399862371385,3.646954952273518,13.251764990855008
http://127.0.0.1:8000,16.514635004568845,2.5520920171402395,3.361434966791421,10.204975958913565
http://127.0.0.1:8000,11.299146979581565,2.71119101671502,3.7853660178370774,11.22785295592621
http://127.0.0.1:8000,9.922983008436859,2.465819998178631,6.433274014852941,3.0607240041717887
http://127.0.0.1:8000,9.828583977650851,2.2989920107647777,3.6933310329914093,4.149047017563134
http://127.0.0.1:8000,10.145988955628127,2.403260034043342,3.3497720141895115,2.811305981595069
http://127.0.0.1:8000,10.817946982569993,2.2214939817786217,11.909166991245002,3.083015966694802
http://127.0.0.1:8000,10.328860022127628,2.536924963351339,11.297927994746715,2.64035101281479
http://127.0.0.1:8000,12.669864983763546,2.233697974588722,13.492723985109478,2.718464005738497
http://127.0.0.1:8000,10.05178299965337,2.3747369996272027,14.205323008354753,3.2826850074343383
http://127.0.0.1:8000,18.28357600606978,2.358877973165363,4.097910015843809,3.13080899650231
http://127.0.0.1:8000,11.081999982707202,2.3129830369725823,4.318966995924711,3.646605007816106
http://127.0.0.1:8000,9.790373966097832,2.7973930118605494,3.5821630153805017,3.2496260246261954
http://127.0.0.1:8000,10.53706300444901,8.655929006636143,3.819656965788454,2.7829030295833945
http://127.0.0.1:8000,9.751970006618649,8.966977009549737,4.665507993195206,3.036085981875658
http://127.0.0.1:8000,9.765604976564646,9.745572984684259,3.49034700775519,3.0773369944654405
http://127.0.0.1:8000,9.62529901880771,10.578260000329465,3.3254369627684355,3.162479028105736
http://127.0.0.1:8000,12.180309975519776,2.768990001641214,3.2537889783270657,3.8286949857138097
http://127.0.0.1:8000,13.458768953569233,2.351503004319966,3.6337379715405405,3.507199988234788
http://127.0.0.1:8000,21.928452013526112,3.9795119664631784,3.559430013410747,4.6398459817282856
http://127.0.0.1:8000,12.502721976488829,2.314720011781901,3.315010981168598,2.738298033364117
http://127.0.0.1:8000,9.492337994743139,3.69945599231869,3.5302210017107427,2.9214299865998328
http://127.0.0.1:8000,9.621488046832383,2.8669500024989247,4.017911036498845,2.6644800091162324
http://127.0.0.1:8000,10.612380981910974,2.3956180084496737,3.459769010078162,3.6589420051313937
http://127.0.0.1:8000,15.492156031541526,2.3431460140272975,3.8553960039280355,3.349923004861921
http://127.0.0.1:8000,23.32557603949681,2.4660949711687863,3.928093006834388,2.9953059856779873
http://127.0.0.1:8000,30.377091956324875,2.170794003177434,4.660631995648146,2.78939597774297
http://127.0.0.1:8000,27.854831016156822,3.0118850409053266,4.260354966390878,2.798633009660989
http://127.0.0.1:8000,18.274398986250162,2.3761020274832845,3.4019140293821692,2.8124310192652047
http://127.0.0.1:8000,9.4532270450145,2.84970598295331,3.52842197753489,3.4078879980370402
http://127.0.0.1:8000,9.926950035151094,2.30376300169155,3.6939799902029335,4.91369899827987
http://127.0.0.1:8000,9.886229003313929,2.4154900456778705,3.544327977579087,3.2814349979162216
http://127.0.0.1:8000,10.112866992130876,2.4601519689895213,3.5857110051438212,3.0455670203082263
http://127.0.0.1:8000,10.394597018603235,2.56731198169291,3.549246001057327,2.9026889824308455
http://127.0.0.1:8000,9.847583016380668,2.405871986411512,3.456010017544031,2.7872149948962033
http://127.0.0.1:8000,9.931059961672872,2.4858230026438832,4.540005000308156,2.7589439996518195
http://127.0.0.1:8000,10.025124007370323,2.4708050186745822,3.4503130009397864,3.0157639994286
http://127.0.0.1:8000,18.19687196984887,4.865747003350407,5.243542953394353,2.6114379870705307
http://127.0.0.1:8000,9.724634001031518,2.6033750036731362,5.4415949853137136,3.1445639906451106
http://127.0.0.1:8000,10.193227033596486,2.3189399507828057,3.3460920094512403,2.8203059919178486
http://127.0.0.1:8000,10.428873996715993,2.6882189558818936,3.8880750071257353,3.152336983475834
http://127.0.0.1:8000,11.266077985055745,3.1830979860387743,3.392285027075559,2.7658649487420917
http://127.0.0.1:8000,12.415810022503138,4.6217989875003695,3.4738839603960514,3.145223017781973
http://127.0.0.1:8000,9.58001596154645,2.210450009442866,3.5163189750164747,3.7219079677015543
http://127.0.0.1:8000,9.65941499453038,3.311821958050132,3.3088800264522433,2.837310021277517
http://127.0.0.1:8000,12.247857986949384,2.2342659649439156,4.513541993219405,2.7482399600557983
http://127.0.0.1:8000,16.568793973419815,2.188151003792882,3.3952799858525395,6.580069020856172
http://127.0.0.1:8000,12.083326000720263,2.449027029797435,3.6590020172297955,9.22835903475061
http://127.0.0.1:8000,9.782454988453537,3.132124023977667,3.7757550016976893,7.123946968931705
http://127.0.0.1:8000,15.239227970596403,2.7447949978522956,3.639541973825544,15.955595998093486
http://127.0.0.1:8000,9.662041964475065,3.979924018494785,5.521955026779324,2.9804970254190266
http://127.0.0.1:8000,14.994337980169803,2.315794990863651,4.800086026079953,2.93754501035437
http://127.0.0.1:8000,12.503559992183,2.965108025819063,3.328842984046787,3.0582239851355553
http://127.0.0.1:8000,11.280484963208437,3.5064200055785477,8.923115965444595,2.9715540003962815
http://127.0.0.1:8000,10.359255014918745,2.3914549965411425,10.4165060329251,2.997940988279879
http://127.0.0.1:8000,15.680212003644556,2.2537079639732838,16.265914018731564,2.7824669959954917
http://127.0.0.1:8000,13.847917027305812,2.4053489905782044,10.042342997621745,2.7663809596560895
http://127.0.0.1:8000,13.13556800596416,3.2266079797409475,3.359180991537869,2.9969520401209593
http://127.0.0.1:8000,11.132309038657695,2.9159460100345314,3.952045983169228,3.921529045328498
http://127.0.0.1:8000,11.919440992642194,4.036341037135571,3.5331849940121174,2.913102973252535
http://127.0.0.1:8000,9.608391032088548,10.224914003629237,3.8760300376452506,4.08342998707667
http://127.0.0.1:8000,10.12692804215476,11.882704042363912,4.118829965591431,3.276125993579626
http://127.0.0.1:8000,10.194525006227195,11.356193979736418,3.707509022206068,3.2396980095654726
http://127.0.0.1:8000,12.194967013783753,4.131846013478935,4.135527997277677,2.78063298901543
http://127.0.0.1:8000,21.7149939853698,2.625882043503225,3.551105037331581,2.797188004478812
http://127.0.0.1:8000,9.5472700195387,8.395090990234166,3.3586450153961778,3.6533239763230085
http://127.0.0.1:8000,9.802434011362493,2.235193969681859,4.287516989279538,2.9942470137029886
http://127.0.0.1:8000,17.816745035815984,3.038644965272397,4.954991978593171,3.112747974228114
http://127.0.0.1:8000,32.82969299471006,2.245033043436706,3.3144840272143483,2.936083998065442
http://127.0.0.1:8000,53.35688003106043,2.4187230155803263,4.447504004929215,3.7381189758889377
http://127.0.0.1:8000,28.37394701782614,2.1913000382483006,3.2350049586966634,5.08144503692165
http://127.0.0.1:8000,9.995156025979668,2.592097967863083,3.863396996166557,4.264191025868058
http://127.0.0.1:8000,11.147157987579703,3.255062038078904,3.5838690237142146,3.9724840316921473
http://127.0.0.1:8000,17.66711997333914,2.3303269990719855,3.2500240486115217,4.623454005923122
http://127.0.0.1:8000,9.702442970592529,2.8838389553129673,3.4921239712275565,3.064828983042389
http://127.0.0.1:8000,9.654760011471808,2.488957019522786,3.754727018531412,2.7854989748448133
http://127.0.0.1:8000,9.587921027559787,2.796415996272117,3.978730004746467,3.149601980112493
