url,httpx,httpx_client,requests,requests_session
https://httpstat.us/200,615.7481819973327,610.0678819930181,630.6542190141045,605.6255450239405
https://httpstat.us/200,609.287092986051,146.50984900072217,610.943956009578,145.76711098197848
https://httpstat.us/200,605.3398490184918,148.36448204005137,615.483004017733,148.1412739958614
https://httpstat.us/200,617.5043599796481,148.76835199538618,601.8526320112869,150.5671080085449
https://httpstat.us/200,606.0700020170771,154.36291100922972,620.5828009988181,153.75919896177948
https://httpstat.us/200,622.8967510396615,151.46006603026763,612.9452629829757,149.53070995397866
https://httpstat.us/200,659.4535069889389,175.64925202168524,628.3715740428306,153.0890540452674
https://httpstat.us/200,632.9043760197237,154.85567098949105,614.647712034639,146.83090499602258
https://httpstat.us/200,628.5840759519488,146.22158795828,606.3660429790616,149.341017997358
https://httpstat.us/200,624.7568319668062,153.7806639680639,620.482616010122,148.20467500248924
https://httpstat.us/200,624.7384420130402,151.6216229647398,598.7750299973413,159.21655000420287
https://httpstat.us/200,614.7467929986306,156.33070503827184,617.0440639834851,151.6951800440438
https://httpstat.us/200,647.9416459915228,149.35722399968654,591.3953519775532,148.797970963642
https://httpstat.us/200,612.3112810309976,148.40602001640946,613.2840110221878,147.0858320244588
https://httpstat.us/200,617.5094339996576,145.0510750291869,665.7407450256869,147.63856399804354
https://httpstat.us/200,612.6551189809106,147.00703998096287,632.3959259898402,148.79148500040174
https://httpstat.us/200,614.655015990138,149.1028480231762,611.3198519451544,147.96464197570458
https://httpstat.us/200,622.2000509733334,148.03608396323398,610.2172399987467,153.04684196598828
https://httpstat.us/200,631.0039790114388,149.03022500220686,618.8566610217094,147.70574099384248
https://httpstat.us/200,639.4333760254085,147.39793498301879,630.7209649821743,148.97338498849422
https://httpstat.us/200,612.0024549891241,150.64979594899341,618.1922660325654,147.4146099644713
https://httpstat.us/200,619.1697739996016,147.25132600869983,603.6095479503274,149.66961200116202
https://httpstat.us/200,615.957961010281,149.82980297645554,636.0534969717264,147.15974300634116
https://httpstat.us/200,623.4586809878238,147.77062099892646,640.2992559596896,145.90911800041795
https://httpstat.us/200,629.6228960272856,159.28105497732759,606.3659579958767,154.48662702692673
https://httpstat.us/200,631.0962089919485,173.17277000984177,626.8619289621711,148.26214197091758
https://httpstat.us/200,605.8194479555823,150.72014601901174,632.9064319725148,146.10650099348277
https://httpstat.us/200,632.8561790287495,146.613723016344,601.9253300037235,149.13653495023027
https://httpstat.us/200,627.7432069764473,148.82960100658238,617.3339249799028,146.26023400342092
https://httpstat.us/200,623.0448050191626,148.24613597011194,603.7484349799342,145.99529997212812
https://httpstat.us/200,601.9400579971261,150.80189501168206,621.6669380082749,146.31032099714503
https://httpstat.us/200,637.6645199488848,148.8647809601389,618.6580350040458,144.6365179726854
https://httpstat.us/200,604.8914240091108,150.93593701021746,622.7645020117052,154.77959299460053
https://httpstat.us/200,621.4174309861846,147.7348810294643,603.896483022254,148.21640303125605
https://httpstat.us/200,612.9728420055471,147.52037898870185,608.8549129781313,155.8275489951484
https://httpstat.us/200,611.8416099925525,151.52473998023197,609.2670469661243,150.31861799070612
https://httpstat.us/200,616.4261749945581,148.9994809962809,636.704926029779,146.06794400606304
https://httpstat.us/200,614.7120639798231,153.0325229978189,610.3127159876749,148.29202299006283
https://httpstat.us/200,616.4832719950937,148.2953589875251,622.5152999977581,146.5978679480031
https://httpstat.us/200,631.2618959927931,149.84348503639922,631.2588090077043,152.77755598071963
https://httpstat.us/200,696.0657140007243,153.9155530044809,604.1374220512807,173.53289801394567
https://httpstat.us/200,646.1238299962133,159.4145720009692,619.9961410020478,163.0386570468545
https://httpstat.us/200,619.1297610057518,148.48038798663765,608.465596975293,159.55679002217948
https://httpstat.us/200,684.38154499745,149.57172004505992,617.3809809843078,170.4048549872823
https://httpstat.us/200,626.9388910150155,155.74527601711452,633.5098020499572,150.71370702935383
https://httpstat.us/200,625.4594950005412,148.36126094451174,603.0541729996912,146.78621100028977
https://httpstat.us/200,617.0768110314384,146.33294398663566,632.1563999517821,147.45453000068665
https://httpstat.us/200,627.4870280176401,148.75173999462277,606.6748679731973,147.8012659936212
https://httpstat.us/200,611.3883890211582,149.3540300289169,615.7346179825254,147.68365898635238
https://httpstat.us/200,603.2927979831584,151.6635169973597,605.9994759852998,146.67792100226507
https://httpstat.us/200,602.0995840081014,150.4768219892867,619.8851600056514,145.95783402910456
https://httpstat.us/200,591.0453029791825,150.13981598895043,602.4988290155306,147.97011500922963
https://httpstat.us/200,613.1341730360873,153.08618400013074,612.356892961543,146.04684500955045
https://httpstat.us/200,623.3041529776528,149.56462697591633,622.1531560295261,172.05051996279508
https://httpstat.us/200,609.454908000771,148.66490196436644,607.0726900361478,149.02884897310287
https://httpstat.us/200,615.4039590037428,154.9767650431022,606.9504750194028,145.72070899885148
https://httpstat.us/200,612.737183982972,147.35537499655038,600.4649709793739,149.8221000074409
https://httpstat.us/200,619.1106950282119,148.64408900029957,615.4964650049806,157.68983401358128
https://httpstat.us/200,613.7851149542257,146.8736250535585,620.2343920012936,146.7188120004721
https://httpstat.us/200,611.1265560030006,148.2129719806835,608.6045269621536,147.28060504421592
https://httpstat.us/200,617.6459250273183,146.54943597270176,633.4015679894947,148.42207898618653
https://httpstat.us/200,625.815641018562,145.99671703763306,613.3142680046149,147.7997960173525
https://httpstat.us/200,604.0125740109943,1471.4464099961333,617.4937050091103,154.69024202320725
https://httpstat.us/200,604.0049740113318,305.7919719722122,619.289640977513,163.4458979824558
https://httpstat.us/200,612.2044390067458,307.89683799957857,612.7847370225936,162.5000549829565
https://httpstat.us/200,612.9667930072173,306.3772529712878,607.2431420325302,154.2489390121773
